store_code,sales_date,sales_time,product_code,amount,payment_code,gender,age
27002,2008/12/23,11:45:53,A00014,3,4,F,20
27003,2008/12/24,11:45:56,A00015,1,1,M,20
27004,2008/12/25,11:45:59,A00016,1,2,M,60
27005,2008/12/26,11:46:02,A00017,2,1,M,20
27006,2008/12/27,11:46:05,A00018,5,1,F,30
27007,2008/12/28,11:46:08,A00019,3,2,F,20
19001,2008/12/29,11:46:11,A00020,1,1,F,50
19002,2008/12/30,11:46:14,A00021,1,1,M,60
19003,2008/12/31,11:46:17,A00001,4,3,F,20
19004,2009/1/1,11:46:20,A00002,1,1,M,20
19005,2009/1/2,11:46:23,A00003,1,1,M,30
19006,2009/1/3,11:46:26,A00004,2,5,M,20
19007,2009/1/4,11:46:29,A00005,1,1,F,60
0,2009/1/5,11:46:32,A00006,1,1,F,20
27001,2009/1/6,11:46:35,A00007,2,1,F,20
27002,2009/1/7,11:46:38,A00008,1,1,M,40
27003,2009/1/8,11:46:41,A00009,1,2,F,20
27004,2009/1/9,11:46:44,A00010,1,3,M,20
27005,2009/1/10,11:46:47,A00011,3,4,M,30
27006,2009/1/11,11:46:50,A00012,1,1,M,30
27007,2009/1/12,11:46:53,A00013,1,2,F,20
19001,2009/1/13,11:46:56,A00014,2,1,F,20
19002,2009/1/14,11:46:59,A00015,5,1,F,60
19003,2009/1/15,11:47:02,A00016,3,2,M,20
19004,2009/1/16,11:47:05,A00017,1,1,F,30
19005,2009/1/17,11:47:08,A00018,1,1,M,20
19006,2009/1/18,11:47:11,A00019,4,3,M,50
19007,2009/1/19,11:47:14,A00020,1,1,M,60
0,2009/1/20,11:47:17,A00021,1,1,F,20
27001,2009/1/21,11:47:20,B00001,2,5,F,20
27002,2009/1/22,11:47:23,B00002,1,1,F,30
27003,2009/1/23,11:47:26,B00003,1,1,M,20
27004,2009/1/24,11:47:29,B00004,2,1,F,60
27005,2009/1/25,11:47:32,B00005,1,1,M,20
27006,2009/1/26,11:47:35,B00006,1,2,M,20
27007,2009/1/27,11:47:38,B00007,1,3,M,40
19001,2009/1/28,11:47:41,C00001,3,4,F,20
19002,2009/1/29,11:47:44,C00002,1,1,F,20
19003,2009/1/30,11:47:47,C00003,1,2,F,30
19004,2009/1/31,11:47:50,C00004,2,1,M,30
19005,2009/2/1,11:47:53,C00005,5,1,F,20
19006,2009/2/2,11:47:56,D00001,3,2,M,20
19007,2009/2/3,11:47:59,D00002,1,1,M,60
0,2009/2/4,11:48:02,D00003,1,1,M,20
27001,2009/2/5,11:48:05,D00004,4,3,F,30
27002,2009/2/6,11:48:08,D00005,1,1,F,20
27003,2009/2/7,11:48:11,D00006,1,1,F,50
27004,2009/2/8,11:48:14,D00007,2,5,M,60
27005,2009/2/9,11:48:17,E00001,1,1,F,20
27006,2009/2/10,11:48:20,E00002,1,1,M,20
27007,2009/2/11,11:48:23,E00003,2,1,M,30
19001,2009/2/12,11:48:26,F00001,1,1,M,20
19002,2009/2/13,11:48:29,F00002,1,2,F,60
19003,2009/2/14,11:48:32,F00003,1,3,F,20
19004,2009/2/15,11:48:35,F00004,3,4,F,20
19005,2009/2/16,11:48:38,F00005,1,1,M,40
19006,2009/2/17,11:48:41,F00006,1,2,F,20
19007,2009/2/18,11:48:44,F00007,2,1,M,20
0,2009/2/19,11:48:47,G00001,5,1,M,30
27001,2009/2/20,11:48:50,G00002,3,2,M,30
27002,2009/2/21,11:48:53,G00003,1,1,F,20
27003,2009/2/22,11:48:56,G00004,1,1,F,20
27004,2009/2/23,11:48:59,H00001,4,3,F,60
27005,2009/2/24,11:49:02,H00002,1,1,M,20
27006,2009/2/25,11:49:05,H00003,1,1,F,30
27007,2009/2/26,11:49:08,H00004,2,5,M,20
19001,2009/2/27,11:49:11,I00001,1,1,M,50
19002,2009/2/28,11:49:14,I00002,1,1,M,60
19003,2009/3/1,11:49:17,I00003,2,1,F,20
19004,2009/3/2,11:49:20,I00004,1,1,F,20
19005,2009/3/3,11:49:23,J00001,1,2,F,30
19006,2009/3/4,11:49:26,J00002,1,3,M,20
19007,2009/3/5,11:49:29,A00001,3,4,F,60
0,2009/3/6,11:49:32,A00002,1,1,M,20
27001,2009/3/7,11:49:35,A00003,1,2,M,20
27002,2009/3/8,11:49:38,A00004,2,1,M,40
27003,2009/3/9,11:49:41,A00005,5,1,F,20
27004,2009/3/10,11:49:44,A00006,3,2,F,20
27005,2009/3/11,11:49:47,A00007,1,1,F,30
27006,2009/3/12,11:49:50,A00008,1,1,M,30
27007,2009/3/13,11:49:53,A00009,4,3,F,20
19001,2009/3/14,11:49:56,A00010,1,1,M,20
19002,2009/3/15,11:49:59,A00011,1,1,M,60
19003,2009/3/16,11:50:02,A00012,2,5,M,20
19004,2009/3/17,11:50:05,A00013,1,1,F,30
19005,2009/3/18,11:50:08,A00014,1,1,F,20
19006,2009/3/19,11:50:11,A00015,2,1,F,50
19007,2009/3/20,11:50:14,A00016,1,1,M,60
0,2009/3/21,11:50:17,A00017,1,2,F,20
27001,2009/3/22,11:50:20,A00018,1,3,M,20
27002,2009/3/23,11:50:23,A00019,3,4,M,30
27003,2009/3/24,11:50:26,A00020,1,1,M,20
27004,2009/3/25,11:50:29,A00021,1,2,F,60
27005,2009/3/26,11:50:32,A00001,2,1,F,20
27006,2009/3/27,11:50:35,A00002,5,1,F,20
27007,2009/3/28,11:50:38,A00003,3,2,M,40
19001,2009/3/29,11:50:41,A00004,1,1,F,20
19002,2009/3/30,11:50:44,A00005,1,1,M,20
19003,2009/3/31,11:50:47,A00006,4,3,M,30
19004,2009/4/1,11:50:50,A00007,1,1,M,30
19005,2009/4/2,11:50:53,A00008,1,1,F,20
19006,2009/4/3,11:50:56,A00009,2,5,F,20
19007,2009/4/4,11:50:59,A00010,1,1,F,60
0,2009/4/5,11:51:02,A00011,1,1,M,20
27001,2009/4/6,11:51:05,A00012,2,1,F,30
27002,2009/4/7,11:51:08,A00013,1,1,M,20
27003,2009/4/8,11:51:11,A00014,1,2,M,50
27004,2009/4/9,11:51:14,A00015,1,3,M,60
27005,2009/4/10,11:51:17,A00016,3,4,F,20
27006,2009/4/11,11:51:20,A00017,1,1,F,20
27007,2009/4/12,11:51:23,A00018,1,2,F,30
19001,2009/4/13,11:51:26,A00019,2,1,M,20
19002,2009/4/14,11:51:29,A00020,5,1,F,60
19003,2009/4/15,11:51:32,A00021,3,2,M,20
19004,2009/4/16,11:51:35,B00001,1,1,M,20
19005,2009/4/17,11:51:38,B00002,1,1,M,40
19006,2009/4/18,11:51:41,B00003,4,3,F,20
19007,2009/4/19,11:51:44,B00004,1,1,F,20
0,2009/4/20,11:51:47,B00005,1,1,F,30
27001,2009/4/21,11:51:50,B00006,2,5,M,30
27002,2009/4/22,11:51:53,B00007,1,1,F,20
27003,2009/4/23,11:51:56,C00001,1,1,M,20
27004,2009/4/24,11:51:59,C00002,2,1,M,60
27005,2009/4/25,11:52:02,C00003,1,1,M,20
27006,2009/4/26,11:52:05,C00004,1,2,F,30
27007,2009/4/27,11:52:08,C00005,1,3,F,20
19001,2009/4/28,11:52:11,D00001,3,4,F,50
19002,2009/4/29,11:52:14,D00002,1,1,M,60
19003,2009/4/30,11:52:17,D00003,1,2,F,20
19004,2009/5/1,11:52:20,D00004,2,1,M,20
19005,2009/5/2,11:52:23,D00005,5,1,M,30
19006,2009/5/3,11:52:26,D00006,3,2,M,20
19007,2009/5/4,11:52:29,D00007,1,1,F,60
0,2009/5/5,11:52:32,E00001,1,1,F,20
27001,2009/5/6,11:52:35,E00002,4,3,F,20
27002,2009/5/7,11:52:38,E00003,1,1,M,40
27003,2009/5/8,11:52:41,F00001,1,1,F,20
27004,2009/5/9,11:52:44,F00002,2,5,M,20
27005,2009/5/10,11:52:47,F00003,1,1,M,30
27006,2009/5/11,11:52:50,F00004,1,1,M,30
27007,2009/5/12,11:52:53,F00005,2,1,F,20
19001,2009/5/13,11:52:56,F00006,1,1,F,20
19002,2009/5/14,11:52:59,F00007,1,2,F,60
19003,2009/5/15,11:53:02,G00001,1,3,M,20
19004,2009/5/16,11:53:05,G00002,3,4,F,30
19005,2009/5/17,11:53:08,G00003,1,1,M,20
19006,2009/5/18,11:53:11,G00004,1,2,M,50
19007,2009/5/19,11:53:14,H00001,2,1,M,60
0,2009/5/20,11:53:17,H00002,5,1,F,20
27001,2009/5/21,11:53:20,H00003,3,2,F,20
27002,2009/5/22,11:53:23,H00004,1,1,F,30
27003,2009/5/23,11:53:26,I00001,1,1,M,20
27004,2009/5/24,11:53:29,I00002,4,3,F,60
27005,2009/5/25,11:53:32,I00003,1,1,M,20
27006,2009/5/26,11:53:35,I00004,1,1,M,20
27007,2009/5/27,11:53:38,J00001,2,5,M,40
19001,2009/5/28,11:53:41,J00002,1,1,F,20
19002,2009/5/29,11:53:44,A00001,1,1,F,20
19003,2009/5/30,11:53:47,A00002,2,1,F,30
19004,2009/5/31,11:53:50,A00003,1,1,M,30
19005,2009/6/1,11:53:53,A00004,1,2,F,20
19006,2009/6/2,11:53:56,A00005,1,3,M,20
19007,2009/6/3,11:53:59,A00006,3,4,M,60
0,2009/6/4,11:54:02,A00007,1,1,M,20
27001,2009/6/5,11:54:05,A00008,1,2,F,30
27002,2009/6/6,11:54:08,A00009,2,1,F,20
27003,2009/6/7,11:54:11,A00010,5,1,F,50
27004,2009/6/8,11:54:14,A00011,3,2,M,60
27005,2009/6/9,11:54:17,A00012,1,1,F,20
27006,2009/6/10,11:54:20,A00013,1,1,M,20
27007,2009/6/11,11:54:23,A00014,4,3,M,30
19001,2009/6/12,11:54:26,A00015,1,1,M,20
19002,2009/6/13,11:54:29,A00016,1,1,F,60
19003,2009/6/14,11:54:32,A00017,2,5,F,20
19004,2009/6/15,11:54:35,A00018,1,1,F,20
19005,2009/6/16,11:54:38,A00019,1,1,M,40
19006,2009/6/17,11:54:41,A00020,2,1,F,20
19007,2009/6/18,11:54:44,A00021,1,1,M,20
0,2009/6/19,11:54:47,A00001,1,2,M,30
27001,2009/6/20,11:54:50,A00002,1,3,M,30
27002,2009/6/21,11:54:53,A00003,3,4,F,20
27003,2009/6/22,11:54:56,A00004,1,1,F,20
27004,2009/6/23,11:54:59,A00005,1,2,F,60
27005,2009/6/24,11:55:02,A00006,2,1,M,20
27006,2009/6/25,11:55:05,A00007,5,1,F,30
27007,2009/6/26,11:55:08,A00008,3,2,M,20
19001,2009/6/27,11:55:11,A00009,1,1,M,50
19002,2009/6/28,11:55:14,A00010,1,1,M,60
19003,2009/6/29,11:55:17,A00011,4,3,F,20
19004,2009/6/30,11:55:20,A00012,1,1,F,20
19005,2009/7/1,11:55:23,A00013,1,1,F,30
19006,2009/7/2,11:55:26,A00014,2,5,M,20
19007,2009/7/3,11:55:29,A00015,1,1,F,60
0,2009/7/4,11:55:32,A00016,1,1,M,20
27001,2009/7/5,11:55:35,A00017,2,1,M,20
27002,2009/7/6,11:55:38,A00018,1,1,M,40
27003,2009/7/7,11:55:41,A00019,1,2,F,20
27004,2009/7/8,11:55:44,A00020,1,3,F,20
27005,2009/7/9,11:55:47,A00021,3,4,F,30
27006,2009/7/10,11:55:50,B00001,1,1,M,30
27007,2009/7/11,11:55:53,B00002,1,2,F,20
19001,2009/7/12,11:55:56,B00003,2,1,M,20
19002,2009/7/13,11:55:59,B00004,5,1,M,60
19003,2009/7/14,11:56:02,B00005,3,2,M,20
19004,2009/7/15,11:56:05,B00006,1,1,F,30
19005,2009/7/16,11:56:08,B00007,1,1,F,20
19006,2009/7/17,11:56:11,C00001,4,3,F,50
19007,2009/7/18,11:56:14,C00002,1,1,M,60
0,2009/7/19,11:56:17,C00003,1,1,F,20
27001,2009/7/20,11:56:20,C00004,2,5,M,20
27002,2009/7/21,11:56:23,C00005,1,1,M,30
27003,2009/7/22,11:56:26,D00001,1,1,M,20
27004,2009/7/23,11:56:29,D00002,2,1,F,60
27005,2009/7/24,11:56:32,D00003,1,1,F,20
27006,2009/7/25,11:56:35,D00004,1,2,F,20
27007,2009/7/26,11:56:38,D00005,1,3,M,40
19001,2009/7/27,11:56:41,D00006,3,4,F,20
19002,2009/7/28,11:56:44,D00007,1,1,M,20
19003,2009/7/29,11:56:47,E00001,1,2,M,30
19004,2009/7/30,11:56:50,E00002,2,1,M,30
19005,2009/7/31,11:56:53,E00003,5,1,F,20
19006,2009/8/1,11:56:56,F00001,3,2,F,20
19007,2009/8/2,11:56:59,F00002,1,1,F,60
0,2009/8/3,11:57:02,F00003,1,1,M,20
27001,2009/8/4,11:57:05,F00004,4,3,F,30
27002,2009/8/5,11:57:08,F00005,1,1,M,20
27003,2009/8/6,11:57:11,F00006,1,1,M,50
27004,2009/8/7,11:57:14,F00007,2,5,M,60
27005,2009/8/8,11:57:17,G00001,1,1,F,20
27006,2009/8/9,11:57:20,G00002,1,1,F,20
27007,2009/8/10,11:57:23,G00003,2,1,F,30
19001,2009/8/11,11:57:26,G00004,1,1,M,20
19002,2009/8/12,11:57:29,H00001,1,2,F,60
19003,2009/8/13,11:57:32,H00002,1,3,M,20
19004,2009/8/14,11:57:35,H00003,3,4,M,20
19005,2009/8/15,11:57:38,H00004,1,1,M,40
19006,2009/8/16,11:57:41,I00001,1,2,F,20
19007,2009/8/17,11:57:44,I00002,2,1,F,20
0,2009/8/18,11:57:47,I00003,5,1,F,30
27001,2009/8/19,11:57:50,I00004,3,2,M,30
27002,2009/8/20,11:57:53,J00001,1,1,F,20
27003,2009/8/21,11:57:56,J00002,1,1,M,20
27004,2009/8/22,11:57:59,A00001,4,3,M,60
27005,2009/8/23,11:58:02,A00002,1,1,M,20
27006,2009/8/24,11:58:05,A00003,1,1,F,30
27007,2009/8/25,11:58:08,A00004,2,5,F,20
19001,2009/8/26,11:58:11,A00005,1,1,F,50
19002,2009/8/27,11:58:14,A00006,1,1,M,60
19003,2009/8/28,11:58:17,A00007,2,1,F,20
19004,2009/8/29,11:58:20,A00008,1,1,M,20
19005,2009/8/30,11:58:23,A00009,1,2,M,30
19006,2009/8/31,11:58:26,A00010,1,3,M,20
19007,2009/9/1,11:58:29,A00011,3,4,F,60
0,2009/9/2,11:58:32,A00012,1,1,F,20
27001,2009/9/3,11:58:35,A00013,1,2,F,20
27002,2009/9/4,11:58:38,A00014,2,1,M,40
27003,2009/9/5,11:58:41,A00015,5,1,F,20
27004,2009/9/6,11:58:44,A00016,3,2,M,20
27005,2009/9/7,11:58:47,A00017,1,1,M,30
27006,2009/9/8,11:58:50,A00018,1,1,M,30
27007,2009/9/9,11:58:53,A00019,4,3,F,20
19001,2009/9/10,11:58:56,A00020,1,1,F,20
19002,2009/9/11,11:58:59,A00021,1,1,F,60
19003,2009/9/12,11:59:02,A00001,2,5,M,20
19004,2009/9/13,11:59:05,A00002,1,1,F,30
19005,2009/9/14,11:59:08,A00003,1,1,M,20
19006,2009/9/15,11:59:11,A00004,2,1,M,50
19007,2009/9/16,11:59:14,A00005,1,1,M,60
0,2009/9/17,11:59:17,A00006,1,2,F,20
27001,2009/9/18,11:59:20,A00007,1,3,F,20
27002,2009/9/19,11:59:23,A00008,3,4,F,30
27003,2009/9/20,11:59:26,A00009,1,1,M,20
27004,2009/9/21,11:59:29,A00010,1,2,F,60
27005,2009/9/22,11:59:32,A00011,2,1,M,20
27006,2009/9/23,11:59:35,A00012,5,1,M,20
27007,2009/9/24,11:59:38,A00013,3,2,M,40
19001,2009/9/25,11:59:41,A00014,1,1,F,20
19002,2009/9/26,11:59:44,A00015,1,1,F,20
19003,2009/9/27,11:59:47,A00016,4,3,F,30
19004,2009/9/28,11:59:50,A00017,1,1,M,30
19005,2009/9/29,11:59:53,A00018,1,1,F,20
19006,2009/9/30,11:59:56,A00019,2,5,M,20
19007,2009/10/1,11:59:59,A00020,1,1,M,60
0,2009/10/2,12:00:02,A00021,1,1,M,20
27001,2009/10/3,12:00:05,B00001,2,1,F,30
27002,2009/10/4,12:00:08,B00002,1,1,F,20
27003,2009/10/5,12:00:11,B00003,1,2,F,50
27004,2009/10/6,12:00:14,B00004,1,3,M,60
27005,2009/10/7,12:00:17,B00005,3,4,F,20
27006,2009/10/8,12:00:20,B00006,1,1,M,20
27007,2009/10/9,12:00:23,B00007,1,2,M,30
19001,2009/10/10,12:00:26,C00001,2,1,M,20
19002,2009/10/11,12:00:29,C00002,5,1,F,60
19003,2009/10/12,12:00:32,C00003,3,2,F,20
19004,2009/10/13,12:00:35,C00004,1,1,F,20
19005,2009/10/14,12:00:38,C00005,1,1,M,40
19006,2009/10/15,12:00:41,D00001,4,3,F,20
19007,2009/10/16,12:00:44,D00002,1,1,M,20
0,2009/10/17,12:00:47,D00003,1,1,M,30
27001,2009/10/18,12:00:50,D00004,2,5,M,30
27002,2009/10/19,12:00:53,D00005,1,1,F,20
27003,2009/10/20,12:00:56,D00006,1,1,F,20
27004,2009/10/21,12:00:59,D00007,2,1,F,60
27005,2009/10/22,12:01:02,E00001,1,1,M,20
27006,2009/10/23,12:01:05,E00002,1,2,F,30
27007,2009/10/24,12:01:08,E00003,1,3,M,20
19001,2009/10/25,12:01:11,F00001,3,4,M,50
19002,2009/10/26,12:01:14,F00002,1,1,M,60
19003,2009/10/27,12:01:17,F00003,1,2,F,20
19004,2009/10/28,12:01:20,F00004,2,1,F,20
19005,2009/10/29,12:01:23,F00005,5,1,F,30
19006,2009/10/30,12:01:26,F00006,3,2,M,20
19007,2009/10/31,12:01:29,F00007,1,1,F,60
0,2009/11/1,12:01:32,G00001,1,1,M,20
27001,2009/11/2,12:01:35,G00002,4,3,M,20
27002,2009/11/3,12:01:38,G00003,1,1,M,40
27003,2009/11/4,12:01:41,G00004,1,1,F,20
27004,2009/11/5,12:01:44,H00001,2,5,F,20
27005,2009/11/6,12:01:47,H00002,1,1,F,30
27006,2009/11/7,12:01:50,H00003,1,1,M,30
27007,2009/11/8,12:01:53,H00004,2,1,F,20
19001,2009/11/9,12:01:56,I00001,1,1,M,20
19002,2009/11/10,12:01:59,I00002,1,2,M,60
19003,2009/11/11,12:02:02,I00003,1,3,M,20
19004,2009/11/12,12:02:05,I00004,3,4,F,30
19005,2009/11/13,12:02:08,J00001,1,1,F,20
19006,2009/11/14,12:02:11,J00002,1,2,F,50
19007,2009/11/15,12:02:14,A00001,2,1,M,60
0,2009/11/16,12:02:17,A00002,5,1,F,20
27001,2009/11/17,12:02:20,A00003,3,2,M,20
27002,2009/11/18,12:02:23,A00004,1,1,M,30
27003,2009/11/19,12:02:26,A00005,1,1,M,20
27004,2009/11/20,12:02:29,A00006,4,3,F,60
27005,2009/11/21,12:02:32,A00007,1,1,F,20
27006,2009/11/22,12:02:35,A00008,1,1,F,20
27007,2009/11/23,12:02:38,A00009,2,5,M,40
19001,2009/11/24,12:02:41,A00010,1,1,F,20
19002,2009/11/25,12:02:44,A00011,1,1,M,20
19003,2009/11/26,12:02:47,A00012,2,1,M,30
19004,2009/11/27,12:02:50,A00013,1,1,M,30
19005,2009/11/28,12:02:53,A00014,1,2,F,20
19006,2009/11/29,12:02:56,A00015,1,3,F,20
19007,2009/11/30,12:02:59,A00016,3,4,F,60
0,2009/12/1,12:03:02,A00017,1,1,M,20
27001,2009/12/2,12:03:05,A00018,1,2,F,30
27002,2009/12/3,12:03:08,A00019,2,1,M,20
27003,2009/12/4,12:03:11,A00020,5,1,M,50
27004,2009/12/5,12:03:14,A00021,3,2,M,60
27005,2009/12/6,12:03:17,A00001,1,1,F,20
27006,2009/12/7,12:03:20,A00002,1,1,F,20
27007,2009/12/8,12:03:23,A00003,4,3,F,30
19001,2009/12/9,12:03:26,A00004,1,1,M,20
19002,2009/12/10,12:03:29,A00005,1,1,F,60
19003,2009/12/11,12:03:32,A00006,2,5,M,20
19004,2009/12/12,12:03:35,A00007,1,1,M,20
19005,2009/12/13,12:03:38,A00008,1,1,M,40
19006,2009/12/14,12:03:41,A00009,2,1,F,20
19007,2009/12/15,12:03:44,A00010,1,1,F,20
0,2009/12/16,12:03:47,A00011,1,2,F,30
27001,2009/12/17,12:03:50,A00012,1,3,M,30
27002,2009/12/18,12:03:53,A00013,3,4,F,20
27003,2009/12/19,12:03:56,A00014,1,1,M,20
27004,2009/12/20,12:03:59,A00015,1,2,M,60
27005,2009/12/21,12:04:02,A00016,2,1,M,20
27006,2009/12/22,12:04:05,A00017,5,1,F,30
27007,2009/12/23,12:04:08,A00018,3,2,F,20
19001,2009/12/24,12:04:11,A00019,1,1,F,50
19002,2009/12/25,12:04:14,A00020,1,1,M,60
19003,2009/12/26,12:04:17,A00021,4,3,F,20
19004,2009/12/27,12:04:20,B00001,1,1,M,20
19005,2009/12/28,12:04:23,B00002,1,1,M,30
19006,2009/12/29,12:04:26,B00003,2,5,M,20
19007,2009/12/30,12:04:29,B00004,1,1,F,60
0,2009/12/31,12:04:32,B00005,1,1,F,20
27001,2010/1/1,12:04:35,B00006,2,1,F,20
27002,2010/1/2,12:04:38,B00007,1,1,M,40
27003,2010/1/3,12:04:41,C00001,1,2,F,20
27004,2010/1/4,12:04:44,C00002,1,3,M,20
27005,2010/1/5,12:04:47,C00003,3,4,M,30
27006,2010/1/6,12:04:50,C00004,1,1,M,30
27007,2010/1/7,12:04:53,C00005,1,2,F,20
19001,2010/1/8,12:04:56,D00001,2,1,F,20
19002,2010/1/9,12:04:59,D00002,5,1,F,60
19003,2010/1/10,12:05:02,D00003,3,2,M,20
19004,2010/1/11,12:05:05,D00004,1,1,F,30
19005,2010/1/12,12:05:08,D00005,1,1,M,20
19006,2010/1/13,12:05:11,D00006,4,3,M,50
19007,2010/1/14,12:05:14,D00007,1,1,M,60
0,2010/1/15,12:05:17,E00001,1,1,F,20
27001,2010/1/16,12:05:20,E00002,2,5,F,20
27002,2010/1/17,12:05:23,E00003,1,1,F,30
27003,2010/1/18,12:05:26,F00001,1,1,M,20
27004,2010/1/19,12:05:29,F00002,2,1,F,60
27005,2010/1/20,12:05:32,F00003,1,1,M,20
27006,2010/1/21,12:05:35,F00004,1,2,M,20
27007,2010/1/22,12:05:38,F00005,1,3,M,40
19001,2010/1/23,12:05:41,F00006,3,4,F,20
19002,2010/1/24,12:05:44,F00007,1,1,F,20
19003,2010/1/25,12:05:47,G00001,1,2,F,30
19004,2010/1/26,12:05:50,G00002,2,1,M,30
19005,2010/1/27,12:05:53,G00003,5,1,F,20
19006,2010/1/28,12:05:56,G00004,3,2,M,20
19007,2010/1/29,12:05:59,H00001,1,1,M,60
0,2010/1/30,12:06:02,H00002,1,1,M,20
27001,2010/1/31,12:06:05,H00003,4,3,F,30
27002,2010/2/1,12:06:08,H00004,1,1,F,20
27003,2010/2/2,12:06:11,I00001,1,1,F,50
27004,2010/2/3,12:06:14,I00002,2,5,M,60
27005,2010/2/4,12:06:17,I00003,1,1,F,20
27006,2010/2/5,12:06:20,I00004,1,1,M,20
27007,2010/2/6,12:06:23,J00001,2,1,M,30
19001,2010/2/7,12:06:26,J00002,1,1,M,20
19002,2010/2/8,12:06:29,A00001,1,2,F,60
19003,2010/2/9,12:06:32,A00002,1,3,F,20
19004,2010/2/10,12:06:35,A00003,3,4,F,20
19005,2010/2/11,12:06:38,A00004,1,1,M,40
19006,2010/2/12,12:06:41,A00005,1,2,F,20
19007,2010/2/13,12:06:44,A00006,2,1,M,20
0,2010/2/14,12:06:47,A00007,5,1,M,30
27001,2010/2/15,12:06:50,A00008,3,2,M,30
27002,2010/2/16,12:06:53,A00009,1,1,F,20
27003,2010/2/17,12:06:56,A00010,1,1,F,20
27004,2010/2/18,12:06:59,A00011,4,3,F,60
27005,2010/2/19,12:07:02,A00012,1,1,M,20
27006,2010/2/20,12:07:05,A00013,1,1,F,30
27007,2010/2/21,12:07:08,A00014,2,5,M,20
19001,2010/2/22,12:07:11,A00015,1,1,M,50
19002,2010/2/23,12:07:14,A00016,1,1,M,60
19003,2010/2/24,12:07:17,A00017,2,1,F,20
19004,2010/2/25,12:07:20,A00018,1,1,F,20
19005,2010/2/26,12:07:23,A00019,1,2,F,30
19006,2010/2/27,12:07:26,A00020,1,3,M,20
19007,2010/2/28,12:07:29,A00021,3,4,F,60
0,2010/3/1,12:07:32,A00001,1,1,M,20
27001,2010/3/2,12:07:35,A00002,1,2,M,20
27002,2010/3/3,12:07:38,A00003,2,1,M,40
27003,2010/3/4,12:07:41,A00004,5,1,F,20
27004,2010/3/5,12:07:44,A00005,3,2,F,20
27005,2010/3/6,12:07:47,A00006,1,1,F,30
27006,2010/3/7,12:07:50,A00007,1,1,M,30
27007,2010/3/8,12:07:53,A00008,4,3,F,20
19001,2010/3/9,12:07:56,A00009,1,1,M,20
19002,2010/3/10,12:07:59,A00010,1,1,M,60
19003,2010/3/11,12:08:02,A00011,2,5,M,20
19004,2010/3/12,12:08:05,A00012,1,1,F,30
19005,2010/3/13,12:08:08,A00013,1,1,F,20
19006,2010/3/14,12:08:11,A00014,2,1,F,50
19007,2010/3/15,12:08:14,A00015,1,1,M,60
0,2010/3/16,12:08:17,A00016,1,2,F,20
27001,2010/3/17,12:08:20,A00017,1,3,M,20
27002,2010/3/18,12:08:23,A00018,3,4,M,30
27003,2010/3/19,12:08:26,A00019,1,1,M,20
27004,2010/3/20,12:08:29,A00020,1,2,F,60
27005,2010/3/21,12:08:32,A00021,2,1,F,20
27006,2010/3/22,12:08:35,B00001,5,1,F,20
27007,2010/3/23,12:08:38,B00002,3,2,M,40
19001,2010/3/24,12:08:41,B00003,1,1,F,20
19002,2010/3/25,12:08:44,B00004,1,1,M,20
19003,2010/3/26,12:08:47,B00005,4,3,M,30
19004,2010/3/27,12:08:50,B00006,1,1,M,30
19005,2010/3/28,12:08:53,B00007,1,1,F,20
19006,2010/3/29,12:08:56,C00001,2,5,F,20
19007,2010/3/30,12:08:59,C00002,1,1,F,60
0,2010/3/31,12:09:02,C00003,1,1,M,20
27001,2010/4/1,12:09:05,C00004,2,1,F,30
27002,2010/4/2,12:09:08,C00005,1,1,M,20
27003,2010/4/3,12:09:11,D00001,1,2,M,50
27004,2010/4/4,12:09:14,D00002,1,3,M,60
27005,2010/4/5,12:09:17,D00003,3,4,F,20
27006,2010/4/6,12:09:20,D00004,1,1,F,20
27007,2010/4/7,12:09:23,D00005,1,2,F,30
19001,2010/4/8,12:09:26,D00006,2,1,M,20
19002,2010/4/9,12:09:29,D00007,5,1,F,60
19003,2010/4/10,12:09:32,E00001,3,2,M,20
19004,2010/4/11,12:09:35,E00002,1,1,M,20
19005,2010/4/12,12:09:38,E00003,1,1,M,40
19006,2010/4/13,12:09:41,F00001,4,3,F,20
19007,2010/4/14,12:09:44,F00002,1,1,F,20
0,2010/4/15,12:09:47,F00003,1,1,F,30
27001,2010/4/16,12:09:50,F00004,2,5,M,30
27002,2010/4/17,12:09:53,F00005,1,1,F,20
27003,2010/4/18,12:09:56,F00006,1,1,M,20
27004,2010/4/19,12:09:59,F00007,2,1,M,60
27005,2010/4/20,12:10:02,G00001,1,1,M,20
27006,2010/4/21,12:10:05,G00002,1,2,F,30
27007,2010/4/22,12:10:08,G00003,1,3,F,20
19001,2010/4/23,12:10:11,G00004,3,4,F,50
19002,2010/4/24,12:10:14,H00001,1,1,M,60
19003,2010/4/25,12:10:17,H00002,1,2,F,20
19004,2010/4/26,12:10:20,H00003,2,1,M,20
19005,2010/4/27,12:10:23,H00004,5,1,M,30
19006,2010/4/28,12:10:26,I00001,3,2,M,20
19007,2010/4/29,12:10:29,I00002,1,1,F,60
0,2010/4/30,12:10:32,I00003,1,1,F,20
27001,2010/5/1,12:10:35,I00004,4,3,F,20
27002,2010/5/2,12:10:38,J00001,1,1,M,40
27003,2010/5/3,12:10:41,J00002,1,1,F,20
27004,2010/5/4,12:10:44,A00001,2,5,M,20
27005,2010/5/5,12:10:47,A00002,1,1,M,30
27006,2010/5/6,12:10:50,A00003,1,1,M,30
